Season,TeamID,ConfAbbrev,tourney_game_wins,tourney_game_losses
1995,1196,sec,32,11
1996,1196,sec,32,11
1997,1196,sec,32,11
1998,1196,sec,32,11
1999,1196,sec,32,11
2000,1196,sec,32,11
2001,1196,sec,32,11
2002,1196,sec,32,11
2003,1196,sec,32,11
2004,1196,sec,32,11
2005,1196,sec,32,11
2006,1196,sec,32,11
2007,1196,sec,32,11
2008,1196,sec,32,11
2009,1196,sec,32,11
2010,1196,sec,32,11
2011,1196,sec,32,11
2012,1196,sec,32,11
2013,1196,sec,32,11
2014,1196,sec,32,11
2015,1196,sec,32,11
2016,1196,sec,32,11
2017,1196,sec,32,11
2018,1196,sec,32,11
2019,1196,sec,32,11
2020,1196,sec,32,11
1985,1197,ind,1,2
1986,1197,ind,1,2
1987,1197,meac,1,2
1988,1197,meac,1,2
1989,1197,meac,1,2
1990,1197,meac,1,2
1991,1197,meac,1,2
1992,1197,meac,1,2
1993,1197,meac,1,2
1994,1197,meac,1,2
1995,1197,meac,1,2
1996,1197,meac,1,2
1997,1197,meac,1,2
1998,1197,meac,1,2
1999,1197,meac,1,2
2000,1197,meac,1,2
2001,1197,meac,1,2
2002,1197,meac,1,2
2003,1197,meac,1,2
2004,1197,meac,1,2
2005,1197,meac,1,2
2006,1197,meac,1,2
2007,1197,meac,1,2
2008,1197,meac,1,2
2009,1197,meac,1,2
2010,1197,meac,1,2
2011,1197,meac,1,2
2012,1197,meac,1,2
2013,1197,meac,1,2
2014,1197,meac,1,2
2015,1197,meac,1,2
2016,1197,meac,1,2
2017,1197,meac,1,2
2018,1197,meac,1,2
2019,1197,meac,1,2
2020,1197,meac,1,2
1985,1199,metro,9,7
1986,1199,metro,9,7
1987,1199,metro,9,7
1988,1199,metro,9,7
1989,1199,metro,9,7
1990,1199,metro,9,7
1991,1199,metro,9,7
1992,1199,acc,9,7
1993,1199,acc,9,7
1994,1199,acc,9,7
1995,1199,acc,9,7
1996,1199,acc,9,7
1997,1199,acc,9,7
1998,1199,acc,9,7
1999,1199,acc,9,7
2000,1199,acc,9,7
2001,1199,acc,9,7
2002,1199,acc,9,7
2003,1199,acc,9,7
2004,1199,acc,9,7
2005,1199,acc,9,7
2006,1199,acc,9,7
2007,1199,acc,9,7
2008,1199,acc,9,7
2009,1199,acc,9,7
2010,1199,acc,9,7
2011,1199,acc,9,7
2012,1199,acc,9,7
2013,1199,acc,9,7
2014,1199,acc,9,7
2015,1199,acc,9,7
2016,1199,acc,9,7
2017,1199,acc,9,7
2018,1199,acc,9,7
2019,1199,acc,9,7
2020,1199,acc,9,7
1985,1203,a_ten,1,4
1986,1203,a_ten,1,4
1987,1203,a_ten,1,4
1988,1203,a_ten,1,4
1989,1203,a_ten,1,4
1990,1203,a_ten,1,4
1991,1203,a_ten,1,4
1992,1203,a_ten,1,4
1993,1203,a_ten,1,4
1994,1203,a_ten,1,4
1995,1203,a_ten,1,4
1996,1203,a_ten,1,4
1997,1203,a_ten,1,4
1998,1203,a_ten,1,4
1999,1203,a_ten,1,4
2000,1203,a_ten,1,4
2001,1203,a_ten,1,4
2002,1203,a_ten,1,4
2003,1203,a_ten,1,4
2004,1203,a_ten,1,4
2005,1203,a_ten,1,4
2006,1203,a_ten,1,4
2007,1203,a_ten,1,4
2008,1203,a_ten,1,4
2009,1203,a_ten,1,4
2010,1203,a_ten,1,4
2011,1203,a_ten,1,4
2012,1203,a_ten,1,4
2013,1203,a_ten,1,4
2014,1203,a_ten,1,4
2015,1203,a_ten,1,4
2016,1203,a_ten,1,4
2017,1203,a_ten,1,4
2018,1203,a_ten,1,4
2019,1203,a_ten,1,4
2020,1203,a_ten,1,4
1985,1206,ecacs,5,3
1986,1206,caa,5,3
1987,1206,caa,5,3
1988,1206,caa,5,3
1989,1206,caa,5,3
1990,1206,caa,5,3
1991,1206,caa,5,3
1992,1206,caa,5,3
1993,1206,caa,5,3
1994,1206,caa,5,3
1995,1206,caa,5,3
1996,1206,caa,5,3
1997,1206,caa,5,3
1998,1206,caa,5,3
1999,1206,caa,5,3
2000,1206,caa,5,3
2001,1206,caa,5,3
2002,1206,caa,5,3
2003,1206,caa,5,3
2004,1206,caa,5,3
2005,1206,caa,5,3
2006,1206,caa,5,3
2007,1206,caa,5,3
2008,1206,caa,5,3
2009,1206,caa,5,3
2010,1206,caa,5,3
2011,1206,caa,5,3
2012,1206,caa,5,3
2013,1206,caa,5,3
2014,1206,a_ten,5,3
2015,1206,a_ten,5,3
2016,1206,a_ten,5,3
2017,1206,a_ten,5,3
2018,1206,a_ten,5,3
2019,1206,a_ten,5,3
2020,1206,a_ten,5,3
1985,1207,big_east,9,8
1986,1207,big_east,9,8
1987,1207,big_east,9,8
1988,1207,big_east,9,8
1989,1207,big_east,9,8
1990,1207,big_east,9,8
1991,1207,big_east,9,8
1992,1207,big_east,9,8
1993,1207,big_east,9,8
1994,1207,big_east,9,8
1995,1207,big_east,9,8
1996,1207,big_east,9,8
1997,1207,big_east,9,8
1998,1207,big_east,9,8
1999,1207,big_east,9,8
2000,1207,big_east,9,8
2001,1207,big_east,9,8
2002,1207,big_east,9,8
2003,1207,big_east,9,8
2004,1207,big_east,9,8
2005,1207,big_east,9,8
2006,1207,big_east,9,8
2007,1207,big_east,9,8
2008,1207,big_east,9,8
2009,1207,big_east,9,8
2010,1207,big_east,9,8
2011,1207,big_east,9,8
2012,1207,big_east,9,8
2013,1207,big_east,9,8
2014,1207,big_east,9,8
2015,1207,big_east,9,8
2016,1207,big_east,9,8
2017,1207,big_east,9,8
2018,1207,big_east,9,8
2019,1207,big_east,9,8
2020,1207,big_east,9,8
1985,1209,a_sun,1,3
1986,1209,a_sun,1,3
1987,1209,a_sun,1,3
1988,1209,a_sun,1,3
1989,1209,a_sun,1,3
1990,1209,a_sun,1,3
1991,1209,a_sun,1,3
1992,1209,a_sun,1,3
1993,1209,a_sun,1,3
1994,1209,a_sun,1,3
1995,1209,a_sun,1,3
1996,1209,a_sun,1,3
1997,1209,a_sun,1,3
1998,1209,a_sun,1,3
1999,1209,a_sun,1,3
2000,1209,a_sun,1,3
2001,1209,a_sun,1,3
2002,1209,a_sun,1,3
2003,1209,a_sun,1,3
2004,1209,a_sun,1,3
2005,1209,a_sun,1,3
2006,1209,caa,1,3
2007,1209,caa,1,3
2008,1209,caa,1,3
2009,1209,caa,1,3
2010,1209,caa,1,3
2011,1209,caa,1,3
2012,1209,caa,1,3
2013,1209,caa,1,3
2014,1209,sun_belt,1,3
2015,1209,sun_belt,1,3
2016,1209,sun_belt,1,3
2017,1209,sun_belt,1,3
2018,1209,sun_belt,1,3
2019,1209,sun_belt,1,3
2020,1209,sun_belt,1,3
1985,1210,acc,7,4
1986,1210,acc,7,4
1987,1210,acc,7,4
1988,1210,acc,7,4
1989,1210,acc,7,4
1990,1210,acc,7,4
1991,1210,acc,7,4
1992,1210,acc,7,4
1993,1210,acc,7,4
1994,1210,acc,7,4
1995,1210,acc,7,4
1996,1210,acc,7,4
1997,1210,acc,7,4
1998,1210,acc,7,4
1999,1210,acc,7,4
2000,1210,acc,7,4
2001,1210,acc,7,4
2002,1210,acc,7,4
2003,1210,acc,7,4
2004,1210,acc,7,4
2005,1210,acc,7,4
2006,1210,acc,7,4
2007,1210,acc,7,4
2008,1210,acc,7,4
2009,1210,acc,7,4
2010,1210,acc,7,4
2011,1210,acc,7,4
2012,1210,acc,7,4
2013,1210,acc,7,4
2014,1210,acc,7,4
2015,1210,acc,7,4
2016,1210,acc,7,4
2017,1210,acc,7,4
2018,1210,acc,7,4
2019,1210,acc,7,4
2020,1210,acc,7,4
1985,1211,wcc,27,17
1986,1211,wcc,27,17
1987,1211,wcc,27,17
1988,1211,wcc,27,17
1989,1211,wcc,27,17
1990,1211,wcc,27,17
1991,1211,wcc,27,17
1992,1211,wcc,27,17
1993,1211,wcc,27,17
1994,1211,wcc,27,17
1995,1211,wcc,27,17
1996,1211,wcc,27,17
1997,1211,wcc,27,17
1998,1211,wcc,27,17
1999,1211,wcc,27,17
2000,1211,wcc,27,17
2001,1211,wcc,27,17
2002,1211,wcc,27,17
2003,1211,wcc,27,17
2004,1211,wcc,27,17
2005,1211,wcc,27,17
2006,1211,wcc,27,17
2007,1211,wcc,27,17
2008,1211,wcc,27,17
2009,1211,wcc,27,17
2010,1211,wcc,27,17
2011,1211,wcc,27,17
2012,1211,wcc,27,17
2013,1211,wcc,27,17
2014,1211,wcc,27,17
2015,1211,wcc,27,17
2016,1211,wcc,27,17
2017,1211,wcc,27,17
2018,1211,wcc,27,17
2019,1211,wcc,27,17
2020,1211,wcc,27,17
1985,1217,ivy,2,4
1986,1217,ivy,2,4
1987,1217,ivy,2,4
1988,1217,ivy,2,4
1989,1217,ivy,2,4
1990,1217,ivy,2,4
1991,1217,ivy,2,4
1992,1217,ivy,2,4
1993,1217,ivy,2,4
1994,1217,ivy,2,4
1995,1217,ivy,2,4
1996,1217,ivy,2,4
1997,1217,ivy,2,4
1998,1217,ivy,2,4
1999,1217,ivy,2,4
2000,1217,ivy,2,4
2001,1217,ivy,2,4
2002,1217,ivy,2,4
2003,1217,ivy,2,4
2004,1217,ivy,2,4
2005,1217,ivy,2,4
2006,1217,ivy,2,4
2007,1217,ivy,2,4
2008,1217,ivy,2,4
2009,1217,ivy,2,4
2010,1217,ivy,2,4
2011,1217,ivy,2,4
2012,1217,ivy,2,4
2013,1217,ivy,2,4
2014,1217,ivy,2,4
2015,1217,ivy,2,4
2016,1217,ivy,2,4
2017,1217,ivy,2,4
2018,1217,ivy,2,4
2019,1217,ivy,2,4
2020,1217,ivy,2,4
1985,1218,wac,1,1
1986,1218,wac,1,1
1987,1218,wac,1,1
1988,1218,wac,1,1
1989,1218,wac,1,1
1990,1218,wac,1,1
1991,1218,wac,1,1
1992,1218,wac,1,1
1993,1218,wac,1,1
1994,1218,wac,1,1
1995,1218,wac,1,1
1996,1218,wac,1,1
1997,1218,wac,1,1
1998,1218,wac,1,1
1999,1218,wac,1,1
2000,1218,wac,1,1
2001,1218,wac,1,1
2002,1218,wac,1,1
2003,1218,wac,1,1
2004,1218,wac,1,1
2005,1218,wac,1,1
2006,1218,wac,1,1
2007,1218,wac,1,1
2008,1218,wac,1,1
2009,1218,wac,1,1
2010,1218,wac,1,1
2011,1218,wac,1,1
2012,1218,wac,1,1
2013,1218,big_west,1,1
2014,1218,big_west,1,1
2015,1218,big_west,1,1
2016,1218,big_west,1,1
2017,1218,big_west,1,1
2018,1218,big_west,1,1
2019,1218,big_west,1,1
2020,1218,big_west,1,1
1985,1221,maac,1,3
1986,1221,maac,1,3
1987,1221,maac,1,3
1988,1221,maac,1,3
1989,1221,maac,1,3
1990,1221,maac,1,3
1991,1221,patriot,1,3
1992,1221,patriot,1,3
1993,1221,patriot,1,3
1994,1221,patriot,1,3
1995,1221,patriot,1,3
1996,1221,patriot,1,3
1997,1221,patriot,1,3
1998,1221,patriot,1,3
1999,1221,patriot,1,3
2000,1221,patriot,1,3
2001,1221,patriot,1,3
2002,1221,patriot,1,3
2003,1221,patriot,1,3
2004,1221,patriot,1,3
2005,1221,patriot,1,3
2006,1221,patriot,1,3
2007,1221,patriot,1,3
2008,1221,patriot,1,3
2009,1221,patriot,1,3
2010,1221,patriot,1,3
2011,1221,patriot,1,3
2012,1221,patriot,1,3
2013,1221,patriot,1,3
2014,1221,patriot,1,3
2015,1221,patriot,1,3
2016,1221,patriot,1,3
2017,1221,patriot,1,3
2018,1221,patriot,1,3
2019,1221,patriot,1,3
2020,1221,patriot,1,3
1985,1222,swc,3,3
1986,1222,swc,3,3
1987,1222,swc,3,3
1988,1222,swc,3,3
1989,1222,swc,3,3
1990,1222,swc,3,3
1991,1222,swc,3,3
1992,1222,swc,3,3
1993,1222,swc,3,3
1994,1222,swc,3,3
1995,1222,swc,3,3
1996,1222,swc,3,3
1997,1222,cusa,3,3
1998,1222,cusa,3,3
1999,1222,cusa,3,3
2000,1222,cusa,3,3
2001,1222,cusa,3,3
2002,1222,cusa,3,3
2003,1222,cusa,3,3
2004,1222,cusa,3,3
2005,1222,cusa,3,3
2006,1222,cusa,3,3
2007,1222,cusa,3,3
2008,1222,cusa,3,3
2009,1222,cusa,3,3
2010,1222,cusa,3,3
2011,1222,cusa,3,3
2012,1222,cusa,3,3
2013,1222,cusa,3,3
2014,1222,aac,3,3
2015,1222,aac,3,3
2016,1222,aac,3,3
2017,1222,aac,3,3
2018,1222,aac,3,3
2019,1222,aac,3,3
2020,1222,aac,3,3
1985,1228,big_ten,11,8
1986,1228,big_ten,11,8
1987,1228,big_ten,11,8
1988,1228,big_ten,11,8
1989,1228,big_ten,11,8
1990,1228,big_ten,11,8
1991,1228,big_ten,11,8
1992,1228,big_ten,11,8
1993,1228,big_ten,11,8
1994,1228,big_ten,11,8
1995,1228,big_ten,11,8
1996,1228,big_ten,11,8
1997,1228,big_ten,11,8
1998,1228,big_ten,11,8
1999,1228,big_ten,11,8
2000,1228,big_ten,11,8
2001,1228,big_ten,11,8
2002,1228,big_ten,11,8
2003,1228,big_ten,11,8
2004,1228,big_ten,11,8
2005,1228,big_ten,11,8
2006,1228,big_ten,11,8
2007,1228,big_ten,11,8
2008,1228,big_ten,11,8
2009,1228,big_ten,11,8
2010,1228,big_ten,11,8
2011,1228,big_ten,11,8
2012,1228,big_ten,11,8
2013,1228,big_ten,11,8
2014,1228,big_ten,11,8
2015,1228,big_ten,11,8
2016,1228,big_ten,11,8
2017,1228,big_ten,11,8
2018,1228,big_ten,11,8
2019,1228,big_ten,11,8
2020,1228,big_ten,11,8
1985,1231,big_ten,9,8
1986,1231,big_ten,9,8
1987,1231,big_ten,9,8
1988,1231,big_ten,9,8
1989,1231,big_ten,9,8
1990,1231,big_ten,9,8
1991,1231,big_ten,9,8
1992,1231,big_ten,9,8
1993,1231,big_ten,9,8
1994,1231,big_ten,9,8
1995,1231,big_ten,9,8
1996,1231,big_ten,9,8
1997,1231,big_ten,9,8
1998,1231,big_ten,9,8
1999,1231,big_ten,9,8
2000,1231,big_ten,9,8
2001,1231,big_ten,9,8
2002,1231,big_ten,9,8
2003,1231,big_ten,9,8
2004,1231,big_ten,9,8
2005,1231,big_ten,9,8
2006,1231,big_ten,9,8
2007,1231,big_ten,9,8
2008,1231,big_ten,9,8
2009,1231,big_ten,9,8
2010,1231,big_ten,9,8
2011,1231,big_ten,9,8
2012,1231,big_ten,9,8
2013,1231,big_ten,9,8
2014,1231,big_ten,9,8
2015,1231,big_ten,9,8
2016,1231,big_ten,9,8
2017,1231,big_ten,9,8
2018,1231,big_ten,9,8
2019,1231,big_ten,9,8
2020,1231,big_ten,9,8
1985,1234,big_ten,3,6
1986,1234,big_ten,3,6
1987,1234,big_ten,3,6
1988,1234,big_ten,3,6
1989,1234,big_ten,3,6
1990,1234,big_ten,3,6
1991,1234,big_ten,3,6
1992,1234,big_ten,3,6
1993,1234,big_ten,3,6
1994,1234,big_ten,3,6
1995,1234,big_ten,3,6
1996,1234,big_ten,3,6
1997,1234,big_ten,3,6
1998,1234,big_ten,3,6
1999,1234,big_ten,3,6
2000,1234,big_ten,3,6
2001,1234,big_ten,3,6
2002,1234,big_ten,3,6
2003,1234,big_ten,3,6
2004,1234,big_ten,3,6
2005,1234,big_ten,3,6
2006,1234,big_ten,3,6
2007,1234,big_ten,3,6
2008,1234,big_ten,3,6
2009,1234,big_ten,3,6
2010,1234,big_ten,3,6
2011,1234,big_ten,3,6
2012,1234,big_ten,3,6
2013,1234,big_ten,3,6
2014,1234,big_ten,3,6
2015,1234,big_ten,3,6
2016,1234,big_ten,3,6
2017,1234,big_ten,3,6
2018,1234,big_ten,3,6
2019,1234,big_ten,3,6
2020,1234,big_ten,3,6
1985,1235,big_eight,8,8
1986,1235,big_eight,8,8
1987,1235,big_eight,8,8
1988,1235,big_eight,8,8
1989,1235,big_eight,8,8
1990,1235,big_eight,8,8
1991,1235,big_eight,8,8
1992,1235,big_eight,8,8
1993,1235,big_eight,8,8
1994,1235,big_eight,8,8
1995,1235,big_eight,8,8
1996,1235,big_eight,8,8
1997,1235,big_twelve,8,8
1998,1235,big_twelve,8,8
1999,1235,big_twelve,8,8
2000,1235,big_twelve,8,8
2001,1235,big_twelve,8,8
2002,1235,big_twelve,8,8
2003,1235,big_twelve,8,8
2004,1235,big_twelve,8,8
2005,1235,big_twelve,8,8
2006,1235,big_twelve,8,8
2007,1235,big_twelve,8,8
2008,1235,big_twelve,8,8
2009,1235,big_twelve,8,8
2010,1235,big_twelve,8,8
2011,1235,big_twelve,8,8
2012,1235,big_twelve,8,8
2013,1235,big_twelve,8,8
2014,1235,big_twelve,8,8
2015,1235,big_twelve,8,8
2016,1235,big_twelve,8,8
2017,1235,big_twelve,8,8
2018,1235,big_twelve,8,8
2019,1235,big_twelve,8,8
2020,1235,big_twelve,8,8
1985,1241,ecacs,1,1
1986,1241,caa,1,1
1987,1241,caa,1,1
1988,1241,caa,1,1
1989,1241,caa,1,1
1990,1241,caa,1,1
1991,1241,caa,1,1
1992,1241,caa,1,1
1993,1241,caa,1,1
1994,1241,caa,1,1
1995,1241,caa,1,1
1996,1241,caa,1,1
1997,1241,caa,1,1
1998,1241,caa,1,1
1999,1241,caa,1,1
2000,1241,caa,1,1
2001,1241,caa,1,1
2002,1241,caa,1,1
2003,1241,caa,1,1
2004,1241,caa,1,1
2005,1241,caa,1,1
2006,1241,caa,1,1
2007,1241,caa,1,1
2008,1241,caa,1,1
2009,1241,caa,1,1
2010,1241,caa,1,1
2011,1241,caa,1,1
2012,1241,caa,1,1
2013,1241,caa,1,1
2014,1241,caa,1,1
2015,1241,caa,1,1
2016,1241,caa,1,1
2017,1241,caa,1,1
2018,1241,caa,1,1
2019,1241,caa,1,1
2020,1241,caa,1,1
1985,1242,big_eight,43,16
1986,1242,big_eight,43,16
1987,1242,big_eight,43,16
1988,1242,big_eight,43,16
1989,1242,big_eight,43,16
1990,1242,big_eight,43,16
1991,1242,big_eight,43,16
1992,1242,big_eight,43,16
1993,1242,big_eight,43,16
1994,1242,big_eight,43,16
1995,1242,big_eight,43,16
1996,1242,big_eight,43,16
1997,1242,big_twelve,43,16
1998,1242,big_twelve,43,16
1999,1242,big_twelve,43,16
2000,1242,big_twelve,43,16
2001,1242,big_twelve,43,16
2002,1242,big_twelve,43,16
2003,1242,big_twelve,43,16
2004,1242,big_twelve,43,16
2005,1242,big_twelve,43,16
2006,1242,big_twelve,43,16
2007,1242,big_twelve,43,16
2008,1242,big_twelve,43,16
2009,1242,big_twelve,43,16
2010,1242,big_twelve,43,16
2011,1242,big_twelve,43,16
2012,1242,big_twelve,43,16
2013,1242,big_twelve,43,16
2014,1242,big_twelve,43,16
2015,1242,big_twelve,43,16
2016,1242,big_twelve,43,16
2017,1242,big_twelve,43,16
2018,1242,big_twelve,43,16
2019,1242,big_twelve,43,16
2020,1242,big_twelve,43,16
1985,1243,big_eight,10,9
1986,1243,big_eight,10,9
1987,1243,big_eight,10,9
1988,1243,big_eight,10,9
1989,1243,big_eight,10,9
1990,1243,big_eight,10,9
1991,1243,big_eight,10,9
1992,1243,big_eight,10,9
1993,1243,big_eight,10,9
1994,1243,big_eight,10,9
1995,1243,big_eight,10,9
1996,1243,big_eight,10,9
1997,1243,big_twelve,10,9
1998,1243,big_twelve,10,9
1999,1243,big_twelve,10,9
2000,1243,big_twelve,10,9
2001,1243,big_twelve,10,9
2002,1243,big_twelve,10,9
2003,1243,big_twelve,10,9
2004,1243,big_twelve,10,9
2005,1243,big_twelve,10,9
2006,1243,big_twelve,10,9
2007,1243,big_twelve,10,9
2008,1243,big_twelve,10,9
2009,1243,big_twelve,10,9
2010,1243,big_twelve,10,9
2011,1243,big_twelve,10,9
2012,1243,big_twelve,10,9
2013,1243,big_twelve,10,9
2014,1243,big_twelve,10,9
2015,1243,big_twelve,10,9
2016,1243,big_twelve,10,9
2017,1243,big_twelve,10,9
2018,1243,big_twelve,10,9
2019,1243,big_twelve,10,9
2020,1243,big_twelve,10,9
1985,1246,sec,40,14
1986,1246,sec,40,14
1987,1246,sec,40,14
1988,1246,sec,40,14
1989,1246,sec,40,14
1990,1246,sec,40,14
1991,1246,sec,40,14
1992,1246,sec,40,14
1993,1246,sec,40,14
1994,1246,sec,40,14
1995,1246,sec,40,14
1996,1246,sec,40,14
1997,1246,sec,40,14
1998,1246,sec,40,14
1999,1246,sec,40,14
2000,1246,sec,40,14
2001,1246,sec,40,14
2002,1246,sec,40,14
2003,1246,sec,40,14
2004,1246,sec,40,14
2005,1246,sec,40,14
2006,1246,sec,40,14
2007,1246,sec,40,14
2008,1246,sec,40,14
2009,1246,sec,40,14
2010,1246,sec,40,14
2011,1246,sec,40,14
2012,1246,sec,40,14
2013,1246,sec,40,14
2014,1246,sec,40,14
2015,1246,sec,40,14
2016,1246,sec,40,14
2017,1246,sec,40,14
2018,1246,sec,40,14
2019,1246,sec,40,14
2020,1246,sec,40,14
1985,1247,maac,3,1
1986,1247,maac,3,1
1987,1247,maac,3,1
1988,1247,maac,3,1
1989,1247,maac,3,1
1990,1247,maac,3,1
1991,1247,maac,3,1
1992,1247,maac,3,1
1993,1247,mw_coll,3,1
1994,1247,mw_coll,3,1
1995,1247,mw_coll,3,1
1996,1247,a_ten,3,1
1997,1247,a_ten,3,1
1998,1247,a_ten,3,1
1999,1247,a_ten,3,1
2000,1247,a_ten,3,1
2001,1247,a_ten,3,1
2002,1247,a_ten,3,1
2003,1247,a_ten,3,1
2004,1247,a_ten,3,1
2005,1247,a_ten,3,1
2006,1247,a_ten,3,1
2007,1247,a_ten,3,1
2008,1247,a_ten,3,1
2009,1247,a_ten,3,1
2010,1247,a_ten,3,1
2011,1247,a_ten,3,1
2012,1247,a_ten,3,1
2013,1247,a_ten,3,1
2014,1247,a_ten,3,1
2015,1247,a_ten,3,1
2016,1247,a_ten,3,1
2017,1247,a_ten,3,1
2018,1247,a_ten,3,1
2019,1247,a_ten,3,1
2020,1247,a_ten,3,1
1985,1250,ecc,1,3
1986,1250,ecc,1,3
1987,1250,ecc,1,3
1988,1250,ecc,1,3
1989,1250,ecc,1,3
1990,1250,ecc,1,3
1991,1250,patriot,1,3
1992,1250,patriot,1,3
1993,1250,patriot,1,3
1994,1250,patriot,1,3
1995,1250,patriot,1,3
1996,1250,patriot,1,3
1997,1250,patriot,1,3
1998,1250,patriot,1,3
1999,1250,patriot,1,3
2000,1250,patriot,1,3
2001,1250,patriot,1,3
2002,1250,patriot,1,3
2003,1250,patriot,1,3
2004,1250,patriot,1,3
2005,1250,patriot,1,3
2006,1250,patriot,1,3
2007,1250,patriot,1,3
2008,1250,patriot,1,3
2009,1250,patriot,1,3
2010,1250,patriot,1,3
2011,1250,patriot,1,3
2012,1250,patriot,1,3
2013,1250,patriot,1,3
2014,1250,patriot,1,3
2015,1250,patriot,1,3
2016,1250,patriot,1,3
2017,1250,patriot,1,3
2018,1250,patriot,1,3
2019,1250,patriot,1,3
2020,1250,patriot,1,3
1985,1257,metro,28,13
1986,1257,metro,28,13
1987,1257,metro,28,13
1988,1257,metro,28,13
1989,1257,metro,28,13
1990,1257,metro,28,13
1991,1257,metro,28,13
1992,1257,metro,28,13
1993,1257,metro,28,13
1994,1257,metro,28,13
1995,1257,metro,28,13
1996,1257,cusa,28,13
1997,1257,cusa,28,13
1998,1257,cusa,28,13
1999,1257,cusa,28,13
2000,1257,cusa,28,13
2001,1257,cusa,28,13
2002,1257,cusa,28,13
2003,1257,cusa,28,13
2004,1257,cusa,28,13
2005,1257,cusa,28,13
2006,1257,big_east,28,13
2007,1257,big_east,28,13
2008,1257,big_east,28,13
2009,1257,big_east,28,13
2010,1257,big_east,28,13
2011,1257,big_east,28,13
2012,1257,big_east,28,13
2013,1257,big_east,28,13
2014,1257,aac,28,13
2015,1257,acc,28,13
2016,1257,acc,28,13
2017,1257,acc,28,13
2018,1257,acc,28,13
2019,1257,acc,28,13
2020,1257,acc,28,13
1985,1260,mw_city,4,1
1986,1260,mw_coll,4,1
1987,1260,mw_coll,4,1
1988,1260,mw_coll,4,1
1989,1260,mw_coll,4,1
1990,1260,mw_coll,4,1
1991,1260,mw_coll,4,1
1992,1260,mw_coll,4,1
1993,1260,mw_coll,4,1
1994,1260,mw_coll,4,1
1995,1260,mw_coll,4,1
1996,1260,mw_coll,4,1
1997,1260,mw_coll,4,1
1998,1260,mw_coll,4,1
1999,1260,mw_coll,4,1
2000,1260,mw_coll,4,1
2001,1260,mw_coll,4,1
2002,1260,horizon,4,1
2003,1260,horizon,4,1
2004,1260,horizon,4,1
2005,1260,horizon,4,1
2006,1260,horizon,4,1
2007,1260,horizon,4,1
2008,1260,horizon,4,1
2009,1260,horizon,4,1
2010,1260,horizon,4,1
2011,1260,horizon,4,1
2012,1260,horizon,4,1
2013,1260,horizon,4,1
2014,1260,mvc,4,1
2015,1260,mvc,4,1
2016,1260,mvc,4,1
2017,1260,mvc,4,1
2018,1260,mvc,4,1
2019,1260,mvc,4,1
2020,1260,mvc,4,1
1985,1261,sec,7,6
1986,1261,sec,7,6
1987,1261,sec,7,6
1988,1261,sec,7,6
1989,1261,sec,7,6
1990,1261,sec,7,6
1991,1261,sec,7,6
1992,1261,sec,7,6
1993,1261,sec,7,6
1994,1261,sec,7,6
1995,1261,sec,7,6
1996,1261,sec,7,6
1997,1261,sec,7,6
1998,1261,sec,7,6
1999,1261,sec,7,6
2000,1261,sec,7,6
2001,1261,sec,7,6
2002,1261,sec,7,6
2003,1261,sec,7,6
2004,1261,sec,7,6
2005,1261,sec,7,6
2006,1261,sec,7,6
2007,1261,sec,7,6
2008,1261,sec,7,6
2009,1261,sec,7,6
2010,1261,sec,7,6
2011,1261,sec,7,6
2012,1261,sec,7,6
2013,1261,sec,7,6
2014,1261,sec,7,6
2015,1261,sec,7,6
2016,1261,sec,7,6
2017,1261,sec,7,6
2018,1261,sec,7,6
2019,1261,sec,7,6
2020,1261,sec,7,6
1985,1264,maac,1,4
1986,1264,maac,1,4
1987,1264,maac,1,4
1988,1264,maac,1,4
1989,1264,maac,1,4
1990,1264,maac,1,4
1991,1264,maac,1,4
1992,1264,maac,1,4
1993,1264,maac,1,4
1994,1264,maac,1,4
1995,1264,maac,1,4
1996,1264,maac,1,4
1997,1264,maac,1,4
1998,1264,maac,1,4
1999,1264,maac,1,4
2000,1264,maac,1,4
2001,1264,maac,1,4
2002,1264,maac,1,4
2003,1264,maac,1,4
2004,1264,maac,1,4
2005,1264,maac,1,4
2006,1264,maac,1,4
2007,1264,maac,1,4
2008,1264,maac,1,4
2009,1264,maac,1,4
2010,1264,maac,1,4
2011,1264,maac,1,4
2012,1264,maac,1,4
2013,1264,maac,1,4
2014,1264,maac,1,4
2015,1264,maac,1,4
2016,1264,maac,1,4
2017,1264,maac,1,4
2018,1264,maac,1,4
2019,1264,maac,1,4
2020,1264,maac,1,4
1985,1266,ind,13,11
1986,1266,ind,13,11
1987,1266,ind,13,11
1988,1266,ind,13,11
1989,1266,ind,13,11
1990,1266,mw_coll,13,11
1991,1266,mw_coll,13,11
1992,1266,gmwc,13,11
1993,1266,gmwc,13,11
1994,1266,gmwc,13,11
1995,1266,gmwc,13,11
1996,1266,cusa,13,11
1997,1266,cusa,13,11
1998,1266,cusa,13,11
1999,1266,cusa,13,11
2000,1266,cusa,13,11
2001,1266,cusa,13,11
2002,1266,cusa,13,11
2003,1266,cusa,13,11
2004,1266,cusa,13,11
2005,1266,cusa,13,11
2006,1266,big_east,13,11
2007,1266,big_east,13,11
2008,1266,big_east,13,11
2009,1266,big_east,13,11
2010,1266,big_east,13,11
2011,1266,big_east,13,11
2012,1266,big_east,13,11
2013,1266,big_east,13,11
2014,1266,big_east,13,11
2015,1266,big_east,13,11
2016,1266,big_east,13,11
